"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,1,"Atlanta Police Department","06/07/2024","Johnson Rd Ne and Zonolite Rd Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Johnson Rd Ne","Dry","17:26:00","[""Unknown"",""Unknown""]","Clear",0,33.80440769,-84.33841407,"Atlanta","DeKalb","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Improper Turn"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/08/2024","Lee St Sw and Poole Pl Sw","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Poole Pl Sw","Dry","10:00:00","[""Bicycle Helmet"",""Unknown""]","Clear",0,33.73907329,-84.41406845,"Atlanta","Fulton","[""Other Non-Collision"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","06/11/2024","Freedom Pkwy Ne and Moreland Ave Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Moreland Ave Ne","Dry","11:30:00","[""Unknown"",""None Used""]","Clear",0,33.76979941,-84.34901913,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Improper Passing"",""Not Visible (Object, Person, or Vehicle)""]","Pedal-Cycle"
0,0,"Atlanta Police Department","06/17/2024","Lee St Sw and Donnelly Ave Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Donnelly Ave Sw","Dry","20:05:00","[""Lap and Shoulder Belt Used"",""Motorcycle Helmet""]","Clear",0,33.72730549,-84.41750535,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","06/19/2024",,"(B) Suspected Minor/Visible Injury","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Howell Dr Se","Dry","21:00:00","[""Unknown"",""Unknown""]","Clear",0,33.74735313,-84.35040165,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Inattentive or Other Distraction (Distracted)"",""Other Unit Contributed to Crash""]","Pedal-Cycle"
1,0,"Atlanta Police Department","06/19/2024","13Th St Ne and 14Th St Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","14Th St Ne","Dry","00:01:00","[""Unknown"",""Unknown""]","Clear",0,33.78648633,-84.38060376,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Improper Passing"",""Misjudged Clearance""]","Pedal-Cycle"
0,0,"Atlanta Police Department","06/20/2024","I-75 N and 17Th St Nw","(C) Possible Injury / Complaint","Dusk","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","17Th St Nw","Dry","20:00:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.79188166,-84.38987794,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedestrian""]","[""Disregard Other Traffic Control"",""Under the Influence (U.I.)"",""Disregard Other Traffic Control""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/22/2024","Marietta St Nw and Ted Turner Dr Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Ted Turner Dr Nw","Dry","13:30:00","Unknown","Clear",0,33.75704764,-84.39258797,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/23/2024","9Th St Ne and Charles Allen Dr Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","9Th St Ne","Dry","19:59:00","[""Unknown"",""Unknown""]","Clear",0,33.78055866,-84.3728178,"Atlanta","Fulton","[""Other Object (Not Fixed)"",""Other Object (Not Fixed)""]","Wrong Side of Road","[""Pedal-Cycle"",""Other Object (Not Fixed)""]"
0,1,"Atlanta Police Department","06/23/2024","I-75 N and Cleveland Ave Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Cleveland Ave Sw","Dry","17:15:00","[""Bicycle Helmet"",""Lap and Shoulder Belt Used""]","Clear",0,33.68112689,-84.39786178,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Wrong Side of Road"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","06/26/2024","Ninth Street Nw and Mcmillian Street Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ninth Street Nw","Dry","08:20:00","[""Bicycle Helmet"",""Unknown"",""Unknown""]","Clear",0,33.78054759,-84.40415817,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/01/2024","Jesse Hill Jr Dr Se and Martin Luther King Jr Dr Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Jesse Hill Jr Dr Se","Dry","15:30:00","[""Unknown"",""None Used""]","Clear",0,33.74865644,-84.38628119,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Occupant Distraction (Distracted)""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/02/2024","Decatur St Se and Jackson St Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Jackson St Se","Dry","19:00:00","[""None Used"",""None Used""]","Clear",0,33.75070251,-84.37357166,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Wrong Side of Road""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/09/2024","Cascade Ave Sw and Ralph David Abernathy Blvd Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","12:16:00","[""Lap and Shoulder Belt Used"",""Non-Motorist Lighting""]","Clear",0,33.73885692,-84.43351674,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/09/2024","Roswell Rd Ne and Piedmont Rd Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Piedmont Rd Ne","Dry","14:50:00","[""Unknown"",""Unknown""]","Clear",0,33.85427877,-84.38266881,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/09/2024","Dunn St Sw and Ralph David Abernathy Blvd Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","09:18:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.73820687,-84.41614104,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Not Visible (Object, Person, or Vehicle)"",""Improper Passing""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/16/2024","Edwards St Nw and Joseph E Boone Blvd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Joseph E Boone Blvd Nw","Dry","12:00:00","[""Unknown"",""Unknown""]","Clear",0,33.76344023,-84.40339676,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Too Fast for Conditions"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Georgia Tech Police Department","07/16/2024","Bobby Dodd Way Nw and Techwood Drive Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Techwood Drive Nw","Dry","17:15:00","None Used","Clear",0,33.77324359,-84.39198131,"Atlanta","Fulton","Pedal-Cycle","Reaction to Object or Animal","Pedal-Cycle"
1,0,"Atlanta Police Department","07/22/2024","Memorial Dr Se and Oakland Ave Se","(A) Suspected Serious Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Oakland Ave Se","Dry","08:48:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Cloudy",0,33.74679472,-84.37517778,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","07/26/2024","Means St Nw and Marietta St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Marietta St Nw","Dry","18:43:00","[""Lap and Shoulder Belt Used"",""None Used""]","Cloudy",0,33.77504481,-84.40653437,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Misjudged Clearance""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","07/28/2024","Ormond St Se and Martin St Se","(K) Fatal Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Martin St Se","Dry","15:29:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",1,33.73165631,-84.38429281,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/01/2024","Fulton St Sw and Capitol Ave Se","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Fulton St Sw","Dry","21:10:00","[""Unknown"",""Unknown""]","Clear",0,33.74189013,-84.3877827,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/03/2024","Randolph St Ne and Edgewood Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Edgewood Ave Ne","Dry","16:30:00","[""Unknown"",""None Used""]","Clear",0,33.75428476,-84.36801482,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/05/2024","Rankin St Ne and N Angier Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Rankin St Ne","Dry","19:56:00","[""Unknown"",""Unknown""]","Clear",0,33.76906816,-84.36363905,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/06/2024","Decatur St Se and Bradley St Se","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Bradley St Se","Dry","17:37:00","[""Unknown"",""Bicycle Helmet"",""Bicycle Helmet""]","Clear",0,33.7521624,-84.36886875,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Not Visible (Object, Person, or Vehicle)","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/07/2024","Oliver St Nw and Proctor St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Oliver St Nw","Dry","20:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.76495085,-84.41559257,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Not Visible (Object, Person, or Vehicle)"",""Other Unit Contributed to Crash""]","Pedal-Cycle"
0,0,"Atlanta Police Department","08/07/2024","North Ave Nw and W Peachtree St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","W Peachtree St Nw","Dry","14:37:00","[""Unknown"",""Unknown""]","Clear",0,33.77127333,-84.38739349,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Improper Turn","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/08/2024","Boulevard Ne and Angier Ave Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Boulevard Ne","Dry","20:55:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.76638799,-84.37190759,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Occupant Distraction (Distracted)""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/08/2024","Whitehall St Sw and Metropolitan Pkwy Sw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Whitehall St Sw","Dry","22:56:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.74220626,-84.40815761,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Gsp Post 00","08/08/2024","Park Avenue and Memorial Drive","(B) Suspected Minor/Visible Injury","Dark-Lighted","Off Roadway","Not a Collision with Motor Vehicle","Memorial Drive","Dry","21:09:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.74670507,-84.36942376,"Atlanta","Fulton","[""Curb"",""Motor Vehicle in Motion""]","[""Under the Influence (U.I.)"",""Disregard Stop Sign/Signal"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","08/08/2024","Ozburn Rd Nw and Donald Lee Hollowell Pkwy Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ozburn Rd Nw","Dry","16:39:00","[""Unknown"",""None Used""]","Clear",0,33.77728436,-84.47597792,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Aggressive Driving""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/09/2024","Fair St Sw and Joseph E Lowery Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Fair St Sw","Dry","14:45:00","[""None Used"",""Unknown""]","Clear",0,33.74906856,-84.41753999,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Misjudged Clearance"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","08/09/2024","Angier Pl Ne and Wabash Ave Ne","(A) Suspected Serious Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Wabash Ave Ne","Dry","16:00:00","[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.76483892,-84.37024275,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/09/2024","Tye St Se and Memorial Dr Se","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Memorial Dr Se","Dry","22:33:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.74666836,-84.36466653,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","Pedal-Cycle"
0,0,"Atlanta Police Department","08/13/2024","Spring St Nw and North Ave Nw","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","North Ave Nw","Dry","17:10:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.77123896,-84.38881187,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Misjudged Clearance""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/14/2024","Kirkwood Rd Ne and Hosea L Williams Dr Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Hosea L Williams Dr Se","Dry","13:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.75120702,-84.32167229,"Atlanta","DeKalb","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/15/2024","Briarcliff Pl Ne and N Highland Ave Ne","(O) No Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","N Highland Ave Ne","Dry","00:01:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.77701593,-84.3525032,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/21/2024","Berean Ave Se and Memorial Dr Se","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Memorial Dr Se","Dry","18:38:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.74668816,-84.36669775,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","Other Unit Contributed to Crash","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/22/2024","North Ave Nw and Westside Beltline Connector Trl","(B) Suspected Minor/Visible Injury","Dark-Not Lighted","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Westside Beltline Connector Trl","Dry","23:05:00","[""Unknown"",""None Used""]","Clear",0,33.77004483,-84.40776965,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/25/2024","Krog St and Dekalb Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Dekalb Ave Ne","Dry","16:40:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown"",""None Used""]","Clear",0,33.75341216,-84.3642193,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Other Unit Contributed to Crash","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/30/2024","Hemlock Cir Se and Glenwood Ave Se","(B) Suspected Minor/Visible Injury","Dark-Not Lighted","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Hemlock Cir Se","Dry","22:50:00","[""Unknown"",""None Used""]","Clear",0,33.74042868,-84.35128754,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Improper Passing"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/30/2024","6Th St Ne and Peachtree St Ne","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","6Th St Ne","Dry","21:45:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.77735409,-84.38438997,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Other Unit Contributed to Crash"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
